"REF_DATE","GEO","DGUID","Age (13B)","Knowledge of official languages (5)","Statistics (6A)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","New Brunswick","2021A000213","Total - Age","English and French","2016 Counts","","0","units","0","","5.1.4.5","249950","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","5.1.5.5","2370","","","","0"
"2021","Quebec","2021A000224","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","6.1.1.5","8066560","","","","0"
"2021","Quebec","2021A000224","Total - Age","English only","2016 Counts","","0","units","0","","6.1.2.5","372450","","","","0"
"2021","Quebec","2021A000224","Total - Age","French only","2016 Counts","","0","units","0","","6.1.3.5","4032635","","","","0"
"2021","Quebec","2021A000224","Total - Age","English and French","2016 Counts","","0","units","0","","6.1.4.5","3586405","","","","0"
"2021","Quebec","2021A000224","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","6.1.5.5","75060","","","","0"
"2021","Ontario","2021A000235","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","7.1.1.5","13312870","","","","0"
"2021","Ontario","2021A000235","Total - Age","English only","2016 Counts","","0","units","0","","7.1.2.5","11455495","","","","0"
"2021","Ontario","2021A000235","Total - Age","French only","2016 Counts","","0","units","0","","7.1.3.5","40040","","","","0"
"2021","Ontario","2021A000235","Total - Age","English and French","2016 Counts","","0","units","0","","7.1.4.5","1490390","","","","0"
"2021","Ontario","2021A000235","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","7.1.5.5","326935","","","","0"
"2021","Manitoba","2021A000246","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","8.1.1.5","1261620","","","","0"
"2021","Manitoba","2021A000246","Total - Age","English only","2016 Counts","","0","units","0","","8.1.2.5","1135390","","","","0"
"2021","Manitoba","2021A000246","Total - Age","French only","2016 Counts","","0","units","0","","8.1.3.5","1485","","","","0"
"2021","Manitoba","2021A000246","Total - Age","English and French","2016 Counts","","0","units","0","","8.1.4.5","108455","","","","0"
"2021","Manitoba","2021A000246","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","8.1.5.5","16290","","","","0"
"2021","Saskatchewan","2021A000247","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","9.1.1.5","1083240","","","","0"
"2021","Saskatchewan","2021A000247","Total - Age","English only","2016 Counts","","0","units","0","","9.1.2.5","1023400","","","","0"
"2021","Saskatchewan","2021A000247","Total - Age","French only","2016 Counts","","0","units","0","","9.1.3.5","535","","","","0"
"2021","Saskatchewan","2021A000247","Total - Age","English and French","2016 Counts","","0","units","0","","9.1.4.5","51360","","","","0"
"2021","Saskatchewan","2021A000247","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","9.1.5.5","7945","","","","0"
"2021","Alberta","2021A000248","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","10.1.1.5","4026650","","","","0"
"2021","Alberta","2021A000248","Total - Age","English only","2016 Counts","","0","units","0","","10.1.2.5","3698765","","","","0"
"2021","Alberta","2021A000248","Total - Age","French only","2016 Counts","","0","units","0","","10.1.3.5","3890","","","","0"
"2021","Alberta","2021A000248","Total - Age","English and French","2016 Counts","","0","units","0","","10.1.4.5","264715","","","","0"
"2021","Alberta","2021A000248","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","10.1.5.5","59280","","","","0"
"2021","British Columbia","2021A000259","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","11.1.1.5","4598410","","","","0"
"2021","British Columbia","2021A000259","Total - Age","English only","2016 Counts","","0","units","0","","11.1.2.5","4127770","","","","0"
"2021","British Columbia","2021A000259","Total - Age","French only","2016 Counts","","0","units","0","","11.1.3.5","1810","","","","0"
"2021","British Columbia","2021A000259","Total - Age","English and French","2016 Counts","","0","units","0","","11.1.4.5","314925","","","","0"
"2021","British Columbia","2021A000259","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","11.1.5.5","153910","","","","0"
"2021","Yukon","2021A000260","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","12.1.1.5","35560","","","","0"
"2021","Yukon","2021A000260","Total - Age","English only","2016 Counts","","0","units","0","","12.1.2.5","30425","","","","0"
"2021","Yukon","2021A000260","Total - Age","French only","2016 Counts","","0","units","0","","12.1.3.5","90","","","","0"
"2021","Yukon","2021A000260","Total - Age","English and French","2016 Counts","","0","units","0","","12.1.4.5","4900","","","","0"
"2021","Yukon","2021A000260","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","12.1.5.5","140","","","","0"
"2021","Northwest Territories","2021A000261","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","13.1.1.5","41380","","","","0"
"2021","Northwest Territories","2021A000261","Total - Age","English only","2016 Counts","","0","units","0","","13.1.2.5","36845","","","","0"
"2021","Northwest Territories","2021A000261","Total - Age","French only","2016 Counts","","0","units","0","","13.1.3.5","65","","","","0"
"2021","Northwest Territories","2021A000261","Total - Age","English and French","2016 Counts","","0","units","0","","13.1.4.5","4275","","","","0"
"2021","Northwest Territories","2021A000261","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","13.1.5.5","195","","","","0"
"2021","Nunavut","2021A000262","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","14.1.1.5","35690","","","","0"
"2021","Nunavut","2021A000262","Total - Age","English only","2016 Counts","","0","units","0","","14.1.2.5","32065","","","","0"
"2021","Nunavut","2021A000262","Total - Age","French only","2016 Counts","","0","units","0","","14.1.3.5","60","","","","0"
"2021","Nunavut","2021A000262","Total - Age","English and French","2016 Counts","","0","units","0","","14.1.4.5","1525","","","","0"
"2021","Nunavut","2021A000262","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","14.1.5.5","2045","","","","0"


