"REF_DATE","GEO","DGUID","Age (13B)","Knowledge of official languages (5)","Statistics (6A)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","1.1.1.5","34767250","","","","0"
"2021","Canada","2021A000011124","Total - Age","English only","2016 Counts","","0","units","0","","1.1.2.5","23757525","","","","0"
"2021","Canada","2021A000011124","Total - Age","French only","2016 Counts","","0","units","0","","1.1.3.5","4144685","","","","0"
"2021","Canada","2021A000011124","Total - Age","English and French","2016 Counts","","0","units","0","","1.1.4.5","6216065","","","","0"
"2021","Canada","2021A000011124","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","1.1.5.5","648970","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","2.1.1.5","515680","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","English only","2016 Counts","","0","units","0","","2.1.2.5","488800","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","French only","2016 Counts","","0","units","0","","2.1.3.5","115","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","English and French","2016 Counts","","0","units","0","","2.1.4.5","25945","","","","0"
"2021","Newfoundland and Labrador","2021A000210","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","2.1.5.5","815","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","3.1.1.5","141020","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","English only","2016 Counts","","0","units","0","","3.1.2.5","121815","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","French only","2016 Counts","","0","units","0","","3.1.3.5","115","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","English and French","2016 Counts","","0","units","0","","3.1.4.5","17835","","","","0"
"2021","Prince Edward Island","2021A000211","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","3.1.5.5","1250","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","4.1.1.5","912300","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","English only","2016 Counts","","0","units","0","","4.1.2.5","813480","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","French only","2016 Counts","","0","units","0","","4.1.3.5","705","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","English and French","2016 Counts","","0","units","0","","4.1.4.5","95380","","","","0"
"2021","Nova Scotia","2021A000212","Total - Age","Neither English nor French","2016 Counts","","0","units","0","","4.1.5.5","2730","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","Total - Knowledge of official languages","2016 Counts","","0","units","0","","5.1.1.5","736280","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","English only","2016 Counts","","0","units","0","","5.1.2.5","420820","","","","0"
"2021","New Brunswick","2021A000213","Total - Age","French only","2016 Counts","","0","units","0","","5.1.3.5","63140","","","","0"
